pais_id;pais;anio;sector_IPCC;categoria_IPCC;subcategoria_de_1er_orden;subactividad;fuente_de_emision_y_absorcion_id;fuente_de_emision_y_absorcion;gas;unidades;valor
32;Argentina;1996;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Produccion agricola;3C1bi;Quema de biomasa de residuos de cosecha;CH4;MtCO2eq;0.09
32;Argentina;1996;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1bii;Quema de biomasa por conversion de tierras forestales en tierras de cultivos;CH4;MtCO2eq;0.95
32;Argentina;1996;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ci;Quema de biomasa de pastizales;CH4;MtCO2eq;0.05
32;Argentina;1996;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1Cii;Quema de biomasa por conversion de tierras forestales en pastizales;CH4;MtCO2eq;1.69
32;Argentina;1996;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;Cultivo de Arroz;Produccion agricola;3C7;Cultivo de Arroz;CH4;MtCO2eq;0.36
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Leche;3A1ai;Fermentacion enterica Bovinos Lecheros;CH4;MtCO2eq;5.83
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Carne;3A1aii;Fermentacion enterica Bovinos de Carne;CH4;MtCO2eq;48.35
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bubalinos;3A1b;Fermentacion enterica Bubalinos;CH4;MtCO2eq;0.01
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Ovinos;3A1c;Fermentacion enterica Ovinos;CH4;MtCO2eq;1.39
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Caprinos;3A1d;Fermentacion enterica Caprinos;CH4;MtCO2eq;0.36
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Camelidos;3A1e;Fermentacion enterica Camelidos;CH4;MtCO2eq;0.03
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;equinos;3A1f;Fermentacion enterica equinos;CH4;MtCO2eq;0.75
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Mulares y Asnales;3A1g;Fermentacion enterica Mulares y Asnales;CH4;MtCO2eq;0.02
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Porcinos;3A1h;Fermentacion enterica Porcinos;CH4;MtCO2eq;0.07
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Leche;3A2ai;Directas Gestion de estiercol Bovinos Lecheros;CH4;MtCO2eq;0.6
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Carne;3A2aii;Directas Gestion de estiercol Bovinos de Carne;CH4;MtCO2eq;0.98
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bubalinos;3A2b;Directas Gestion de estiercol Bubalinos;CH4;MtCO2eq;0
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Ovinos;3A2c;Directas Gestion de estiercol Ovinos;CH4;MtCO2eq;0.03
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Caprinos;3A2d;Directas Gestion de estiercol Caprinos;CH4;MtCO2eq;0.01
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Camelidos;3A2e;Directas Gestion de estiercol Camelidos;CH4;MtCO2eq;0.01
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;equinos;3A2f;Directas Gestion de estiercol equinos;CH4;MtCO2eq;0.06
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Mulares y Asnales;3A2g;Directas Gestion de estiercol Mulares y Asnales;CH4;MtCO2eq;0
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Porcinos;3A2h;Directas Gestion de estiercol Porcinos;CH4;MtCO2eq;0.07
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Aves;3A2i;Directas Gestion de estiercol Aves;CH4;MtCO2eq;0.02
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ai;Quema de biomasa en tierras forestales (Bosque Nativo);CH4;MtCO2eq;0.3
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1aii;Quema de biomasa en tierras forestales (Bosque Cultivado);CH4;MtCO2eq;0.02
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Produccion agricola;3C1bi;Quema de biomasa de residuos de cosecha;CH4;MtCO2eq;0.08
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1bii;Quema de biomasa por conversion de tierras forestales en tierras de cultivos;CH4;MtCO2eq;1.63
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ci;Quema de biomasa de pastizales;CH4;MtCO2eq;0.04
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1Cii;Quema de biomasa por conversion de tierras forestales en pastizales;CH4;MtCO2eq;1.24
32;Argentina;1997;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;Cultivo de Arroz;Produccion agricola;3C7;Cultivo de Arroz;CH4;MtCO2eq;0.42
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Leche;3A1ai;Fermentacion enterica Bovinos Lecheros;CH4;MtCO2eq;5.88
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Carne;3A1aii;Fermentacion enterica Bovinos de Carne;CH4;MtCO2eq;45.43
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bubalinos;3A1b;Fermentacion enterica Bubalinos;CH4;MtCO2eq;0.01
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Ovinos;3A1c;Fermentacion enterica Ovinos;CH4;MtCO2eq;1.41
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Caprinos;3A1d;Fermentacion enterica Caprinos;CH4;MtCO2eq;0.36
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Camelidos;3A1e;Fermentacion enterica Camelidos;CH4;MtCO2eq;0.03
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;equinos;3A1f;Fermentacion enterica equinos;CH4;MtCO2eq;0.75
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Mulares y Asnales;3A1g;Fermentacion enterica Mulares y Asnales;CH4;MtCO2eq;0.02
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Porcinos;3A1h;Fermentacion enterica Porcinos;CH4;MtCO2eq;0.07
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Leche;3A2ai;Directas Gestion de estiercol Bovinos Lecheros;CH4;MtCO2eq;0.61
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Carne;3A2aii;Directas Gestion de estiercol Bovinos de Carne;CH4;MtCO2eq;0.92
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bubalinos;3A2b;Directas Gestion de estiercol Bubalinos;CH4;MtCO2eq;0
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Ovinos;3A2c;Directas Gestion de estiercol Ovinos;CH4;MtCO2eq;0.03
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Caprinos;3A2d;Directas Gestion de estiercol Caprinos;CH4;MtCO2eq;0.01
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Camelidos;3A2e;Directas Gestion de estiercol Camelidos;CH4;MtCO2eq;0.01
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;equinos;3A2f;Directas Gestion de estiercol equinos;CH4;MtCO2eq;0.06
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Mulares y Asnales;3A2g;Directas Gestion de estiercol Mulares y Asnales;CH4;MtCO2eq;0
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Porcinos;3A2h;Directas Gestion de estiercol Porcinos;CH4;MtCO2eq;0.07
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Aves;3A2i;Directas Gestion de estiercol Aves;CH4;MtCO2eq;0.02
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ai;Quema de biomasa en tierras forestales (Bosque Nativo);CH4;MtCO2eq;0.91
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1aii;Quema de biomasa en tierras forestales (Bosque Cultivado);CH4;MtCO2eq;0.01
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Produccion agricola;3C1bi;Quema de biomasa de residuos de cosecha;CH4;MtCO2eq;0.09
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1bii;Quema de biomasa por conversion de tierras forestales en tierras de cultivos;CH4;MtCO2eq;1.01
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ci;Quema de biomasa de pastizales;CH4;MtCO2eq;0.41
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1Cii;Quema de biomasa por conversion de tierras forestales en pastizales;CH4;MtCO2eq;1.55
32;Argentina;1998;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;Cultivo de Arroz;Produccion agricola;3C7;Cultivo de Arroz;CH4;MtCO2eq;0.39
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Leche;3A1ai;Fermentacion enterica Bovinos Lecheros;CH4;MtCO2eq;6.11
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Carne;3A1aii;Fermentacion enterica Bovinos de Carne;CH4;MtCO2eq;47.6
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bubalinos;3A1b;Fermentacion enterica Bubalinos;CH4;MtCO2eq;0.01
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Ovinos;3A1c;Fermentacion enterica Ovinos;CH4;MtCO2eq;1.44
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Caprinos;3A1d;Fermentacion enterica Caprinos;CH4;MtCO2eq;0.36
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Camelidos;3A1e;Fermentacion enterica Camelidos;CH4;MtCO2eq;0.03
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;equinos;3A1f;Fermentacion enterica equinos;CH4;MtCO2eq;0.75
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Mulares y Asnales;3A1g;Fermentacion enterica Mulares y Asnales;CH4;MtCO2eq;0.02
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Porcinos;3A1h;Fermentacion enterica Porcinos;CH4;MtCO2eq;0.07
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Leche;3A2ai;Directas Gestion de estiercol Bovinos Lecheros;CH4;MtCO2eq;0.64
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Carne;3A2aii;Directas Gestion de estiercol Bovinos de Carne;CH4;MtCO2eq;0.97
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bubalinos;3A2b;Directas Gestion de estiercol Bubalinos;CH4;MtCO2eq;0
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Ovinos;3A2c;Directas Gestion de estiercol Ovinos;CH4;MtCO2eq;0.03
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Caprinos;3A2d;Directas Gestion de estiercol Caprinos;CH4;MtCO2eq;0.01
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Camelidos;3A2e;Directas Gestion de estiercol Camelidos;CH4;MtCO2eq;0.01
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;equinos;3A2f;Directas Gestion de estiercol equinos;CH4;MtCO2eq;0.06
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Mulares y Asnales;3A2g;Directas Gestion de estiercol Mulares y Asnales;CH4;MtCO2eq;0
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Porcinos;3A2h;Directas Gestion de estiercol Porcinos;CH4;MtCO2eq;0.07
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Aves;3A2i;Directas Gestion de estiercol Aves;CH4;MtCO2eq;0.02
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ai;Quema de biomasa en tierras forestales (Bosque Nativo);CH4;MtCO2eq;0.52
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1aii;Quema de biomasa en tierras forestales (Bosque Cultivado);CH4;MtCO2eq;0.06
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Produccion agricola;3C1bi;Quema de biomasa de residuos de cosecha;CH4;MtCO2eq;0.09
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1bii;Quema de biomasa por conversion de tierras forestales en tierras de cultivos;CH4;MtCO2eq;1.19
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ci;Quema de biomasa de pastizales;CH4;MtCO2eq;0.21
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1Cii;Quema de biomasa por conversion de tierras forestales en pastizales;CH4;MtCO2eq;1.38
32;Argentina;1999;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;Cultivo de Arroz;Produccion agricola;3C7;Cultivo de Arroz;CH4;MtCO2eq;0.54
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Leche;3A1ai;Fermentacion enterica Bovinos Lecheros;CH4;MtCO2eq;6.05
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Carne;3A1aii;Fermentacion enterica Bovinos de Carne;CH4;MtCO2eq;47.1
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bubalinos;3A1b;Fermentacion enterica Bubalinos;CH4;MtCO2eq;0.02
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Ovinos;3A1c;Fermentacion enterica Ovinos;CH4;MtCO2eq;1.42
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Caprinos;3A1d;Fermentacion enterica Caprinos;CH4;MtCO2eq;0.37
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Camelidos;3A1e;Fermentacion enterica Camelidos;CH4;MtCO2eq;0.03
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;equinos;3A1f;Fermentacion enterica equinos;CH4;MtCO2eq;0.75
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Mulares y Asnales;3A1g;Fermentacion enterica Mulares y Asnales;CH4;MtCO2eq;0.02
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Porcinos;3A1h;Fermentacion enterica Porcinos;CH4;MtCO2eq;0.07
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Leche;3A2ai;Directas Gestion de estiercol Bovinos Lecheros;CH4;MtCO2eq;0.63
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Carne;3A2aii;Directas Gestion de estiercol Bovinos de Carne;CH4;MtCO2eq;0.96
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bubalinos;3A2b;Directas Gestion de estiercol Bubalinos;CH4;MtCO2eq;0
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Ovinos;3A2c;Directas Gestion de estiercol Ovinos;CH4;MtCO2eq;0.03
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Caprinos;3A2d;Directas Gestion de estiercol Caprinos;CH4;MtCO2eq;0.01
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Camelidos;3A2e;Directas Gestion de estiercol Camelidos;CH4;MtCO2eq;0.01
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;equinos;3A2f;Directas Gestion de estiercol equinos;CH4;MtCO2eq;0.06
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Mulares y Asnales;3A2g;Directas Gestion de estiercol Mulares y Asnales;CH4;MtCO2eq;0
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Porcinos;3A2h;Directas Gestion de estiercol Porcinos;CH4;MtCO2eq;0.07
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Aves;3A2i;Directas Gestion de estiercol Aves;CH4;MtCO2eq;0.02
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ai;Quema de biomasa en tierras forestales (Bosque Nativo);CH4;MtCO2eq;3.06
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1aii;Quema de biomasa en tierras forestales (Bosque Cultivado);CH4;MtCO2eq;0.03
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Produccion agricola;3C1bi;Quema de biomasa de residuos de cosecha;CH4;MtCO2eq;0.08
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1bii;Quema de biomasa por conversion de tierras forestales en tierras de cultivos;CH4;MtCO2eq;0.6
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Quema de Biomasa;3C1ci;Quema de biomasa de pastizales;CH4;MtCO2eq;1.74
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;emisiones de la quema de biomasa;Cultivo/Pasturas;3C1Cii;Quema de biomasa por conversion de tierras forestales en pastizales;CH4;MtCO2eq;1.97
32;Argentina;2000;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Fuentes agregadas y fuentes de emision NO-CO2 en la Tierra;Cultivo de Arroz;Produccion agricola;3C7;Cultivo de Arroz;CH4;MtCO2eq;0.35
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Leche;3A1ai;Fermentacion enterica Bovinos Lecheros;CH4;MtCO2eq;5.92
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bovinos de Carne;3A1aii;Fermentacion enterica Bovinos de Carne;CH4;MtCO2eq;46.72
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Bubalinos;3A1b;Fermentacion enterica Bubalinos;CH4;MtCO2eq;0.02
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Ovinos;3A1c;Fermentacion enterica Ovinos;CH4;MtCO2eq;1.37
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Caprinos;3A1d;Fermentacion enterica Caprinos;CH4;MtCO2eq;0.4
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Camelidos;3A1e;Fermentacion enterica Camelidos;CH4;MtCO2eq;0.03
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;equinos;3A1f;Fermentacion enterica equinos;CH4;MtCO2eq;0.75
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Mulares y Asnales;3A1g;Fermentacion enterica Mulares y Asnales;CH4;MtCO2eq;0.01
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Fermentacion enterica ;Porcinos;3A1h;Fermentacion enterica Porcinos;CH4;MtCO2eq;0.07
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Leche;3A2ai;Directas Gestion de estiercol Bovinos Lecheros;CH4;MtCO2eq;0.62
32;Argentina;2001;Agricultura, Ganaderia, Silvicultura y Otros Usos de la Tierra ;Ganado;Gestion de estiercol ;Bovinos de Carne;3A2aii;Directas Gestion de estiercol Bovinos de Carne;CH4;MtCO2eq;0.94
